mpi_procs;grid_tiles_x;grid_tiles_y;omp_threads;domain_size;n_iterations;disk_write_intensity;airflow;material_file;output_file;simulation_mode;middle_col_avg_temp;total_time;iteration_time
16;4;4;1;256;78125;50;0.001;input_data_256.h5;16;4;4;1;256;78125;50;0.001;input_data_256.h5;;par;62.89943;3.1512132501229644;4.0335529601573946e-05
16;4;4;1;256;78125;50;0.001;input_data_256.h5;/scratch/project/dd-23-135/xmalek17/612506/256x256_out_mpi_2d_par.h5;par;62.89943;3.230076739564538;4.1344982266426084e-05
16;4;4;1;256;78125;50;0.001;input_data_256.h5;16;4;4;1;512;39062;50;0.001;input_data_512.h5;;par;44.66939;3.6782589247450233;9.416463378078499e-05
16;4;4;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmalek17/612506/512x512_out_mpi_2d_par.h5;par;44.66939;3.648807682096958;9.341067231828781e-05
16;4;4;1;512;39062;50;0.001;input_data_512.h5;16;4;4;1;512;39062;50;0.001;input_data_512.h5;;par;44.66939;4.094066955149174;0.00010480945561285069
16;4;4;1;512;39062;50;0.001;input_data_512.h5;/scratch/project/dd-23-135/xmalek17/612506/512x512_out_mpi_2d_par.h5;par;44.66939;4.114598685875535;0.00010533507464736918
16;4;4;1;512;39062;50;0.001;input_data_512.h5;16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;;par;29.212486;6.73659419734031;0.0003449180378547084
16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmalek17/612506/1024x1024_out_mpi_2d_par.h5;par;29.212486;6.709019843488932;0.000343506212866158
16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;;par;29.212486;6.988004209473729;0.000357790395242114
16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;/scratch/project/dd-23-135/xmalek17/612506/1024x1024_out_mpi_2d_par.h5;par;29.212486;7.018997905775905;0.0003593772928050742
16;4;4;1;1024;19531;50;0.001;input_data_1024.h5;16;4;4;1;2048;9765;50;0.001;input_data_2048.h5;;par;23.293827;13.751635557040572;0.0014082576095279643
